#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-23T12:46:02 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-23T12:46:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AcA/69/305/table1&-out=Name,GLON,GLAT,Dist,e_Dist,Age,_RA.icrs,_DE.icrs&-out.max=3000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_120690305
#Name: J/AcA/69/305
#Title: Northern Galactic disk classical Cepheids (Skowron+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	creator=Skowron D.M.	    First author or institution
#INFO	cites=bibcode:2019AcA....69..305S	    Article or Data origin sources
#INFO	journal=AcA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AcA/69/305	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.120690305	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AcA_69_305_table1:
#Name: J/AcA/69/305/table1
#Title: Newly detected classical Cepheids
#Column	Name	(a23)	Cepheid ID	[ucd=meta.id;meta.main]
#Column	GLON	(F9.5)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F9.5)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Dist	(I6)	? Distance to the Cepheid	[ucd=pos.distance]
#Column	e_Dist	(I4)	? Distance to the Cepheid error	[ucd=stat.error]
#Column	Age	(I4)	Cepheid age	[ucd=time.age]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
Name	GLON	GLAT	Dist	e_Dist	Age	_RA.icrs	_DE.icrs
J316.0894+45.2393      	086.83756	-01.12584	  8071	 425	 152	316.08941	+45.23938
J310.5590+48.4236      	086.85496	+03.81708	 10418	 399	 153	310.55906	+48.42364
J314.9567+46.5590      	087.30435	+00.33871	  3681	  97	  95	314.95675	+46.55906
J314.4569+46.8984      	087.33670	+00.81984	  3488	  75	 128	314.45695	+46.89843
J315.4723+46.4823      	087.48064	+00.02141	  9280	 398	 121	315.47236	+46.48238
V520__Cyg              	087.50435	+01.60275	  2222	  47	 126	313.73970	+47.53381
J315.0564+47.2582      	087.87604	+00.74702	  7844	 196	 162	315.05643	+47.25826
J313.5526+48.1606      	087.90323	+02.10251	 10716	 261	 147	313.55264	+48.16066
V356__Cyg              	088.34611	-00.55998	  4984	 157	 115	316.94415	+46.73698
J315.8080+47.8887      	088.68433	+00.78363	  7518	 310	 143	315.80804	+47.88870
V1543_Cyg              	088.77768	+01.52570	  2277	  56	 188	315.06595	+48.44945
V532__Cyg              	088.95715	-03.03757	  1411	  46	 113	320.13708	+45.46750
J311.8449+50.4540      	088.97256	+04.41748	 14313	 686	 232	311.84495	+50.45410
J210602.79+490633.2    	089.90400	+01.25230	  5495	 158	  91	316.51159	+49.10913
V2201_Cyg              	090.18394	+01.89082	  2009	  47	 170	316.07011	+49.74440
J317.1508+49.2492      	090.28942	+01.03833	  8378	 233	 101	317.15087	+49.24927
V459__Cyg              	090.46684	+00.68968	  2418	  55	  90	317.72658	+49.14206
VZ____Cyg              	091.52011	-08.51072	  1813	  54	 113	327.92266	+43.13403
J319.3998+49.7171      	091.63463	+00.30060	  5411	 137	 111	319.39989	+49.71715
2MASS-J21475650+4408234	091.64355	-07.30374	 21969	 752	 145	326.98540	+44.13985
V2340_Cyg              	092.40922	-01.50018	  3100	 114	  86	322.18720	+48.97823
V1726_Cyg              	092.51023	-01.60839	  2073	  63	  98	322.41225	+48.96908
J211839.91+504732.9    	092.52159	+00.93205	  4510	 104	 157	319.66628	+50.79247
V1077_Cyg              	092.57563	-01.47624	  4444	 138	 121	322.34628	+49.11003
BG____Lac              	092.97297	-09.25855	  1733	  49	 107	330.10479	+43.44536
J315.3221+53.9428      	093.02915	+05.01750	  9644	 384	 189	315.32216	+53.94285
Be55-107               	093.03540	+01.79943	  2641	  89	 103	319.24954	+51.76625
V621__Cyg              	093.03848	-01.76861	  4954	 158	 106	323.16842	+49.21253
J318.1744+52.5020      	093.10998	+02.78495	  2597	  73	 118	318.17440	+52.50200
V2835_Cyg              	093.35531	-01.68387	      	    	 191	323.43778	+49.48944
J317.8096+53.5591      	093.73150	+03.66849	  4378	 175	 125	317.80963	+53.55916
J322.9330+51.3823      	094.40388	-00.07535	  4699	 180	 128	322.93302	+51.38237
J212535.46+523911.8    	094.59407	+01.49665	  3844	  94	 147	321.39776	+52.65316
J320.1718+54.2889      	095.22479	+03.17325	  7960	 182	 188	320.17187	+54.28898
V538__Cyg              	095.31862	-00.39512	  2435	  78	 100	324.36720	+51.76247
J324.2208+52.2014      	095.54443	-00.00801	  6446	 156	 100	324.22091	+52.20147
J323.3006+52.8836      	095.58924	+00.87324	  3077	  68	 109	323.30064	+52.88367
DR____Cep              	095.79054	+09.47795	 13632	 677	  59	312.27312	+58.89926
J324.4158+52.5870      	095.89024	+00.19989	 10992	 324	 219	324.41589	+52.58702
J324.1048+52.8372      	095.91702	+00.51201	 10259	 379	 185	324.10486	+52.83728
V733__Cyg              	095.97233	+01.10054	  3668	  83	 121	323.51446	+53.31016
J323.3952+53.4097      	095.98719	+01.22200	  6859	 156	 102	323.39524	+53.40972
V609__Cyg              	096.01594	+02.67992	  3485	  98	  39	321.73341	+54.49147
V2651_Cyg              	096.24425	-01.85764	  3759	 135	  69	327.02770	+51.25845
J213533.70+533049.3    	096.27510	+01.10008	  4313	  85	 124	323.89043	+53.51367
J213808.16+530545.8    	096.28220	+00.53242	  6065	 134	 101	324.53399	+53.09606
J323.2652+54.7399      	096.83252	+02.25219	  9832	 245	 186	323.26528	+54.73990
V1397_Cyg              	097.14472	-01.12665	  3158	  95	 119	327.39799	+52.39523
J322.4078+55.7970      	097.19790	+03.35801	  7390	 227	  68	322.40789	+55.79700
J213452.27+550444.7    	097.25384	+02.32626	  7225	 188	 127	323.71786	+55.07906
J327.1205+52.9768      	097.38480	-00.57088	 11357	 527	 275	327.12054	+52.97679
J327.1206+53.0284      	097.41780	-00.53111	  4738	 186	 114	327.12067	+53.02847
J323.8787+55.6365      	097.69711	+02.67711	  7704	 187	 167	323.87876	+55.63659
V739__Cep              	097.84026	+02.96039	  6837	 184	 104	323.72771	+55.94233
J326.3266+54.4963      	097.99978	+00.89587	  3713	  77	  93	326.32670	+54.49638
V2650_Cyg              	098.19783	+00.53814	  4093	 109	  93	326.98258	+54.34947
J326.5443+54.7146      	098.23692	+00.98143	  7168	 232	 136	326.54433	+54.71467
J215613.64+525909.7    	098.29898	-01.29449	  4171	 119	 129	329.05686	+52.98601
J213546.73+564559.3    	098.48484	+03.48906	  3743	 131	 306	323.94470	+56.76647
Y_____Lac              	098.71877	-04.02886	  2127	  70	 123	332.26208	+51.04587
J215341.28+542102.9    	098.84946	+00.00977	  5307	 123	 152	328.42199	+54.35079
J326.1424+55.9816      	098.88117	+02.09615	  7087	 197	 109	326.14246	+55.98162
IT____Lac              	098.96118	-03.75972	 18466	 782	 260	332.32734	+51.40539
V860__Cep              	099.07407	+01.50137	  3736	  84	 116	327.08608	+55.65017
J325.7432+57.1600      	099.48162	+03.13411	  7504	 259	 167	325.74322	+57.16008
J326.0545+57.0537      	099.54070	+02.94325	  9943	 268	 187	326.05457	+57.05370
J328.1856+55.8722      	099.69408	+01.28251	  6210	 140	 127	328.18569	+55.87226
J326.6806+57.2246      	099.91090	+02.85412	  6001	 142	 132	326.68069	+57.22465
V859__Cep              	100.03182	+02.72996	  5242	 106	  89	326.99888	+57.20681
CP____Cep              	100.43842	+01.06765	  3667	  91	  55	329.46955	+56.16392
J329.0254+56.7550      	100.60783	+01.68488	 10049	 282	 195	329.02549	+56.75507
J328.3546+57.4406      	100.74762	+02.44863	  9560	 253	 140	328.35467	+57.44068
IY____Cep              	101.05509	-00.39094	  5175	 186	 112	331.89771	+55.36274
V411__Lac              	101.29744	-05.82522	  1169	  35	 123	337.24300	+50.96314
J331.9590+55.9825      	101.44463	+00.09245	 11876	 443	 202	331.95908	+55.98258
J330.6217+57.1439      	101.53589	+01.46480	  6510	 145	  98	330.62176	+57.14398
J221347.38+552438.6    	101.80330	-00.85722	  6559	 225	 117	333.44741	+55.41072
J328.6444+59.1216      	101.91595	+03.66842	  7627	 277	 154	328.64443	+59.12168
KO____Cep              	101.97967	+00.09205	  4445	 102	 125	332.74301	+56.29157
J331.6768+57.2385      	102.05263	+01.20233	 10407	 231	 230	331.67687	+57.23850
J329.4540+58.8811      	102.09587	+03.22183	  5573	 181	 212	329.45402	+58.88116
DF____Lac              	102.21158	-02.18406	  4470	 147	 127	335.31995	+54.53204
J222004.81+560339.3    	102.90078	-00.80860	  4649	 148	 129	335.02003	+56.06090
V394__Cep              	102.93932	+03.29886	  7316	 250	 118	330.67039	+59.45248
IR____Cep              	103.41464	+04.90692	   746	  26	 148	329.46634	+61.01886
J221936.83+574243.6    	103.75017	+00.60882	  4093	  89	 161	334.90344	+57.71209
MU____Cep              	104.18597	+00.29119	  3352	  64	 137	335.91084	+57.68086
J335.2857+58.9209      	104.57764	+01.51276	  3658	  69	 151	335.28575	+58.92092
AK____Cep              	105.05070	+00.37879	  3425	  59	  94	337.20872	+58.21094
del___Cep              	105.19432	+00.53059	   266	  12	 106	337.29279	+58.41519
J336.1925+59.5082      	105.28493	+01.75870	  8264	 188	 130	336.19256	+59.50824
J221248.92+615441.2    	105.38827	+04.56923	  8144	 288	 206	333.20382	+61.91144
J221737.80+610725.5    	105.42027	+03.59513	  6900	 216	 156	334.40750	+61.12375
RR____Lac              	105.63909	-02.01061	  1959	  55	  98	340.36054	+56.43278
Z_____Lac              	105.76016	-01.62470	  1885	  70	  72	340.21730	+56.82947
J339.1437+57.9017      	105.77689	-00.40630	 10919	 385	 253	339.14377	+57.90171
V_____Lac              	106.46824	-02.57356	  1722	  50	 113	342.15834	+56.32155
X_____Lac              	106.56853	-02.50493	  1831	  55	  85	342.26325	+56.42820
J340.3711+59.8681      	107.28697	+01.00384	  9883	 222	 220	340.37115	+59.86812
J341.5715+59.0953      	107.46165	+00.03522	  5281	 115	 147	341.57157	+59.09533
V901__Cep              	107.47832	+01.69225	  2817	  55	  82	340.04326	+60.56380
CR____Cep              	107.63624	+00.33538	  1339	  27	  99	341.60320	+59.44220
J341.4130+59.7129      	107.67627	+00.61990	  5842	 109	 171	341.41308	+59.71291
V908__Cep              	107.86907	+00.79650	  2649	  56	 126	341.59033	+59.95872
V529__Cep              	107.87169	-01.62941	  3707	 126	 107	343.69724	+57.79069
V911__Cep              	108.29720	+01.07746	  2721	  52	 127	342.09617	+60.40472
V342__Cas              	108.69607	-01.92952	  3597	 117	 136	345.33801	+57.86702
SW____Cas              	109.67388	-01.60761	  2005	  62	 108	346.79201	+58.55419
V1019_Cas              	112.23428	+01.22231	  2558	  51	 113	349.46498	+62.13464
PW____Cas              	112.84514	+00.08005	  5192	 127	 142	351.49380	+61.26687
CH____Cas              	112.95020	+01.62231	  2843	  66	  60	350.61851	+62.75716
DT____Cas              	113.31987	-02.07945	  3428	 106	 121	353.74841	+59.35817
V846__Cas              	113.64228	-00.33613	  3990	 129	 140	353.33468	+61.11911
DW____Cas              	113.79530	-02.18537	  2451	  92	 116	354.70166	+59.39183
CY____Cas              	113.87282	+01.95802	  3546	  83	  63	352.30320	+63.37430
CN____Cep              	113.94915	+03.42667	  3274	 114	  80	351.39504	+64.79039
V1020_Cas              	114.14796	+01.54899	  3133	  76	 121	353.16242	+63.06920
RS____Cas              	114.46702	+00.78250	  1420	  37	  99	354.31691	+62.42900
CZ____Cas              	114.69444	+00.65722	  3289	  74	 110	354.86371	+62.37214
V997__Cas              	115.00543	-00.55808	  3773	 124	  92	356.18153	+61.28278
RY____Cas              	115.28734	-03.24678	  2549	 101	  69	358.02932	+58.74172
KK____Cas              	115.29491	-02.01595	  3638	 126	  89	357.48341	+59.94069
CD____Cas              	115.47994	+01.09672	  2365	  60	  89	356.26096	+63.00386
V1206_Cas              	115.68404	-04.06889	  4154	 133	 125	359.11121	+58.02689
V407__Cas              	116.32533	+00.01149	  3906	  91	 127	358.60228	+62.14950
CE__Cas_B              	116.56055	-00.99723	      	    	  75	359.53795	+61.21361
CE__Cas_A              	116.56122	-00.99726	  2499	 104	 114	359.53932	+61.21372
CF____Cas              	116.57950	-00.99359	  3021	 101	 120	359.57492	+61.22106
DD____Cas              	116.80531	+00.48887	  3068	  72	  79	359.39568	+62.71825
CG____Cas              	116.84560	-01.31520	  2903	  93	 127	000.24688	+60.95897
EX____Cas              	117.21875	-00.46875	  4115	 142	 133	000.67412	+61.86113
V879__Cas              	117.21883	+00.10481	  4820	 128	 145	000.44154	+62.42430
FM____Cas              	117.78259	-06.24876	  1921	  55	 105	003.61767	+56.25294
BD____Cas              	117.99428	-00.95844	  2350	  69	 113	002.46413	+61.51403
SY____Cas              	118.18554	-04.11278	  2129	  79	 130	003.79088	+58.42428
BF____Cas              	118.41268	-01.55702	  3934	 142	 147	003.51354	+60.98628
V363__Cas              	118.46442	-02.21690	  1155	  33	 350	003.80972	+60.34048
FO____Cas              	118.74709	-01.78924	 10027	 395	 119	004.26038	+60.80272
TU____Cas              	118.93047	-11.39616	   887	  30	 184	006.58105	+51.28037
CT____Cas              	119.40019	+00.52349	  3449	  71	 141	005.01271	+63.17981
V824__Cas              	119.66057	+00.34515	  3356	  69	  91	005.63043	+63.03309
V825__Cas              	119.74428	-01.94511	  4167	 140	 146	006.32571	+60.76478
NP____Cas              	119.81384	+00.24481	  4282	 109	 108	005.99004	+62.95009
J002230.35+644839.6    	119.85811	+02.11206	  5534	 126	  85	005.62645	+64.81100
V379__Cas              	119.90510	-01.92750	  1654	  45	 100	006.64980	+60.79819
AS____Cas              	120.13057	+01.49861	  2912	  63	 159	006.40721	+64.22989
DL____Cas              	120.26675	-02.54867	  1718	  52	  87	007.49413	+60.21197
AP____Cas              	120.86505	+00.10841	  3776	  77	 100	008.31747	+62.90723
J003532.93+641714.6    	121.20907	+01.46880	  3989	  91	 141	008.88720	+64.28738
FW____Cas              	121.22350	-00.54869	  4246	 134	 107	009.18555	+62.27430
V827__Cas              	121.34142	+00.38757	  2814	  63	 126	009.32830	+63.21569
NY____Cas              	121.48971	-04.22228	 11199	 379	 195	010.09665	+58.61852
J011.3013+58.5011      	122.11554	-04.36074	  4931	 205	 103	011.30136	+58.50113
OP____Cas              	122.38176	+00.67683	  3063	  67	 112	011.62463	+63.54330
J004816.03+641011.3    	122.58646	+01.30018	  6864	 158	 156	012.06679	+64.16980
XY____Cas              	122.73866	-02.74378	  2067	  63	 123	012.47191	+60.12739
alf___UMi              	123.28074	+26.46141	      	    	  64	037.96754	+89.26405
AU____Cas              	123.34221	+01.39204	  4173	  94	 114	013.80401	+64.26078
J005732.51+630923.1    	123.62093	+00.29283	  6876	 171	 209	014.38546	+63.15641
J014.8936+45.4067      	124.42873	-17.44138	  6283	 251	 173	014.89366	+45.40672
VW____Cas              	124.63098	-01.06940	  3114	 112	 107	016.45093	+61.75495
V553__Cas              	124.87857	-00.53854	  4604	 171	 126	017.04580	+62.26990
BP____Cas              	125.36670	+02.83918	  2345	  67	 102	018.75460	+65.59939
UZ____Cas              	125.48806	-01.55292	  3752	 125	 134	018.17153	+61.21333
OZ____Cas              	125.61103	-00.70860	  1912	  64	 115	018.58138	+62.04403
AW____Cas              	125.84914	-01.11173	  2818	  88	 130	019.00501	+61.62070
V1100_Cas              	126.19186	+01.41856	  3081	  66	 124	020.33781	+64.10081
V1013_Cas              	126.50372	-00.89293	  3562	 120	 144	020.42653	+61.76873
V556__Cas              	126.66233	-00.11447	  3436	  73	 108	020.96567	+62.52219
BV____Cas              	127.40123	-00.25235	  3448	 112	 115	022.50476	+62.28414
Mis_V1348              	127.43902	-01.83934	      	    	 167	022.09746	+60.70863
AY____Cas              	127.93448	+02.58051	  2532	  78	 164	024.74996	+64.98928
J013725.59+634128.8    	128.00127	+01.27314	  5100	 115	 167	024.35664	+63.69133
V470__Cas              	128.58014	-05.92352	  3357	 117	 311	023.07571	+56.49942
V1154_Cas              	128.70702	+02.77404	  2881	  78	 168	026.63107	+65.02630
RW____Cas              	129.02997	-04.56929	  3031	  98	  62	024.30843	+57.75922
V1016_Cas              	129.37589	-02.22393	  4989	 198	 150	025.81990	+59.99761
BY____Cas              	129.54981	-00.73071	  1929	  53	 122	026.79966	+61.42250
IO____Cas              	129.92059	-02.50884	 11548	 410	 138	026.76130	+59.60626
J027.4918+59.3229      	130.34533	-02.70378	  8176	 281	 430	027.49181	+59.32291
VV____Cas              	130.35856	-02.12021	  3240	 118	 106	027.77929	+59.88822
J020154.67+624219.3    	130.91116	+00.93032	  8538	 221	 252	030.47766	+62.70521
V1017_Cas              	131.36740	+04.09577	  5219	 209	 128	033.60334	+65.59944
V395__Cas              	131.67518	+01.77557	  2642	  53	 135	032.62150	+63.29753
J021635.96+651035.5    	131.71917	+03.76791	  5637	 194	 163	034.14984	+65.17653
J015830.96+574911.6    	131.79173	-03.89342	 11367	 469	 201	029.62897	+57.81985
NSVS1831074            	132.66443	-00.90618	  5808	 272	 124	032.89758	+60.44214
VX____Per              	132.80170	-02.95715	  2419	  71	  74	031.95201	+58.44353
CI____Per              	132.82070	-04.30900	  7517	 307	 183	031.25914	+57.14294
GL____Cas              	132.92750	-02.06969	  5086	 184	 148	032.69325	+59.25370
SU____Cas              	133.46748	+08.51946	   371	  14	 156	042.99479	+68.88850
UX____Per              	133.57898	-03.09308	  4811	 153	 135	033.28118	+58.08006
J035.0648+59.7863      	133.89771	-01.18083	  9692	 338	 283	035.06483	+59.78639
GM____Cas              	134.40339	-00.15547	  2346	  49	  93	036.73625	+60.57144
V946__Cas              	134.59841	+04.48261	  3641	 101	 110	041.08080	+64.76597
SZ____Cas              	134.83734	-01.17867	  2279	  63	  65	036.80738	+59.46061
VY____Per              	135.07721	-01.66847	  2066	  65	 110	036.89762	+58.91722
LT____Cas              	135.37258	+03.23070	  5792	 242	 119	041.46454	+63.30457
GO____Cas              	135.79355	-00.87423	  3438	 111	 159	038.77408	+59.38407
V440__Per              	135.87307	-05.16752	   761	  26	  88	035.96559	+55.36486
UY____Per              	135.93992	-01.41196	  2332	  71	 113	038.63037	+58.83169
DF____Cas              	136.03504	+01.50899	  2619	  59	 140	041.18046	+61.46473
V833__Cas              	136.14717	+03.89032	  5093	 174	 151	043.66675	+63.55472
J023003.77+564144.7    	136.20072	-03.61370	 10258	 532	 441	037.51570	+56.69572
DW____Per              	136.55805	-03.10927	  3358	 107	 148	038.46905	+57.02753
J035.7099+50.0719      	137.60029	-10.17860	 21306	 762	 295	035.70997	+50.07193
J024805.61+575604.1    	137.93052	-01.49949	  6942	 299	 201	042.02334	+57.93447
J031346.98+632058.2    	138.11615	+04.75487	  5919	 294	 183	048.44575	+63.34949
V836__Cas              	138.23845	+03.41737	  3212	  92	 206	047.18166	+62.13755
J045.1949+59.3418      	138.75998	+00.50439	  5977	 304	 193	045.19492	+59.34182
J033113.90+635844.3    	139.39652	+06.34085	  4671	 168	 311	052.80792	+63.97897
V834__Cas              	140.11059	-00.55315	  5749	 168	 138	046.47773	+57.76232
V883__Per              	140.13156	-01.07370	  4883	 146	 148	046.03671	+57.29825
J048.5182+58.1951      	140.82494	+00.36749	  2875	  64	 167	048.51827	+58.19516
AM____Cam              	140.85758	+05.30093	  4725	 170	 148	054.08412	+62.28728
AD____Cam              	141.24783	+03.32100	  5637	 206	  79	052.35830	+60.44655
AC____Cam              	141.27062	+02.02159	  3157	  69	 136	050.94952	+59.35567
J030911.49+560204.9    	141.35988	-01.82798	  6429	 268	 187	047.29794	+56.03470
V598__Per              	141.86096	-02.14433	  2431	  75	 110	047.78051	+55.50822
J031457.36+562005.4    	141.89479	-01.15922	  6162	 205	 135	048.73901	+56.33477
V892__Per              	141.97529	-01.25325	  2797	  94	 133	048.77426	+56.21255
V891__Per              	142.12633	-01.55037	  2499	  71	 156	048.72722	+55.88031
OR____Cam              	142.93319	+02.01899	  1307	  35	 111	053.59888	+58.41389
CF____Cam              	143.08854	+01.98358	  3795	  84	  84	053.80013	+58.29469
V895__Per              	143.17193	-01.79854	  3805	 189	 135	050.05967	+55.11586
J051.6998+56.4025      	143.23829	-00.21659	  5872	 137	 180	051.69982	+56.40256
OX____Cam              	143.76101	+03.92974	  1561	  51	 115	057.10705	+59.44227
J053.9542+57.1479      	143.82566	+01.10105	  6456	 140	  97	053.95424	+57.14794
J033725.66+571707.7    	143.92134	+01.34046	  6081	 213	 190	054.35697	+57.28548
AB____Cam              	143.93787	+03.23088	  4764	 176	 118	056.53438	+58.78413
QX____Cam              	144.24866	+07.43202	  4457	 170	 301	062.52262	+61.77725
RW____Cam              	144.85319	+03.79869	  1766	  61	  57	058.59071	+58.65333
TV____Cam              	145.02024	+06.15310	  4652	 157	 124	061.88659	+60.31852
J053.5926+54.6072      	145.14196	-01.08157	  3009	  94	 149	053.59270	+54.60724
J055.5369+56.0297      	145.19117	+00.71969	  6220	 154	 220	055.53693	+56.02977
J055.0455+55.1278      	145.51070	-00.16835	  7476	 222	 194	055.04553	+55.12780
J053.5037+53.3809      	145.81147	-02.11050	  6831	 227	 246	053.50374	+53.38092
RX____Cam              	145.89655	+04.70502	   869	  35	  87	061.24359	+58.65978
LO____Cam              	145.91022	+04.91777	  4139	 129	  71	061.53742	+58.80874
PV____Cam              	145.95473	+02.89828	  4970	 148	 150	059.09330	+57.25731
V371__Per              	146.02116	-14.65196	  3303	 101	 234	043.87993	+42.58881
QS____Cam              	146.71968	+03.54518	  4238	 128	 125	060.94355	+57.24772
J034529.70+532608.1    	147.15224	-01.04595	  3390	 117	 135	056.37372	+53.43559
MN____Cam              	147.57062	+01.22621	  3053	  81	  91	059.37393	+54.93807
J040516.13+555512.9    	147.75790	+02.69088	  6465	 235	 246	061.31724	+55.92025
MQ____Cam              	147.93837	+01.68309	  4075	  91	 107	060.37888	+55.04533
J034149.38+505000.8    	148.28821	-03.45417	  5310	 203	 284	055.45575	+50.83355
MZ____Cam              	148.63624	+01.70878	  2636	  50	 129	061.31641	+54.60311
QR____Cam              	148.66144	+01.16036	  6104	 172	 186	060.72408	+54.17597
J059.0624+52.8072      	148.80268	-00.52201	 12560	 300	 156	059.06246	+52.80725
V938__Per              	149.20371	-00.20350	  3117	  78	 147	059.90904	+52.79069
J060.9207+52.6701      	149.74491	+00.10796	  4882	 102	 175	060.92079	+52.67013
MU____Per              	149.94584	-00.33505	  6256	 204	 155	060.68795	+52.20486
J059.8773+50.9205      	150.40719	-01.63528	  5355	 188	 171	059.87736	+50.92053
MM____Per              	150.42947	-05.28185	  3054	  82	 138	056.34729	+48.08347
J041246.21+515504.6    	151.27838	+00.48811	  6457	 163	 144	063.19253	+51.91793
J041610.27+520823.5    	151.50440	+01.00949	  6611	 175	 168	064.04279	+52.13985
V359__Cam              	151.71947	+03.78614	  5558	 185	 113	067.57796	+53.94020
J042756.25+525304.0    	152.24214	+02.80253	  5096	 157	 164	066.98436	+52.88445
J062.4556+49.7355      	152.42506	-01.42623	  5870	 226	 168	062.45564	+49.73553
NU____Per              	153.30879	-00.04706	  6625	 179	 137	064.92768	+50.12401
J041541.50+492525.4    	153.33183	-01.00146	  6005	 340	 146	063.92292	+49.42372
CK____Cam              	153.99205	+08.71503	   641	  21	 144	076.63188	+55.35353
AS____Per              	154.13889	-00.87273	  1442	  51	 116	064.94524	+48.95327
J071.3389+50.9457      	155.48580	+03.49354	  9844	 431	 370	071.33894	+50.94578
J068.6921+49.4226      	155.50153	+01.21521	  5519	 111	 121	068.69216	+49.42265
BM____Per              	155.65959	-00.08153	  2754	  89	  48	067.41408	+48.42197
V957__Per              	156.01219	-00.20869	  4648	 118	 138	067.63955	+48.07853
J068.0858+47.5418      	156.60863	-00.35751	  7308	 206	 174	068.08583	+47.54182
J065.6485+45.5819      	156.85838	-02.92379	  3407	 101	 151	065.64857	+45.58191
OT____Per              	157.17709	+00.55813	  7761	 372	  48	069.65808	+47.74028
HZ____Per              	157.20252	-02.51921	  5216	 193	  79	066.40538	+45.62039
GP____Per              	157.90665	-03.77850	  7019	 325	 256	065.82989	+44.23687
J043444.16+460159.6    	157.99403	-01.08196	  6417	 217	 243	068.68410	+46.03316
J072.8898+47.7886      	158.55677	+02.23695	  6023	 230	 172	072.88985	+47.78869
J041331.0+411907       	158.67814	-07.11887	  9899	 402	 259	063.37937	+41.31878
J042921.05+435914.6    	158.84031	-03.17378	  9940	 346	 311	067.33771	+43.98738
SX____Per              	158.87346	-06.35543	  3191	 111	 136	064.27526	+41.73183
J069.3140+45.1002      	158.98089	-01.38427	 10296	 393	 268	069.31403	+45.10022
BK____Aur              	158.98456	+05.88998	  2498	  75	  91	077.66763	+49.68760
CY____Aur              	160.53244	+01.98049	  5460	 213	  70	074.41700	+46.09252
V421__Per              	161.11131	-01.27570	  7219	 278	 157	071.39518	+43.57283
V470__Aur              	161.40226	+00.96890	  4690	 124	 167	074.06341	+44.78186
GSC02901-00089         	161.58381	-01.72440	  3315	 111	 473	071.34955	+42.92219
SV____Per              	162.59005	-01.51460	  2428	  72	  74	072.44975	+42.28973
HQ____Per              	162.99354	-03.28812	  5591	 158	  95	070.99112	+40.83474
J052333.55+444536.5    	164.29823	+04.85621	  5358	 196	 211	080.88983	+44.76008
SY____Aur              	164.74807	+02.13816	  2524	  76	  79	078.16345	+42.83177
AN____Aur              	164.88468	-00.99083	  3665	  97	  81	074.92309	+40.83605
J074.0591+40.2602      	164.92771	-01.86303	  7174	 229	 261	074.05910	+40.26021
NSVS6794216            	165.03218	-11.10042	 10555	 463	 283	065.44004	+34.06980
FF____Aur              	165.03451	-02.17795	  7073	 297	 253	073.82551	+39.97975
ER____Aur              	165.48497	+01.72084	  8032	 194	  68	078.29163	+41.99058
GT____Aur              	165.69469	+06.68546	  7379	 260	 158	084.11159	+44.59136
RX____Aur              	165.77344	-01.27584	  1585	  51	  71	075.34662	+39.96039
EW____Aur              	165.94868	-03.89384	  6826	 254	 215	072.85342	+38.18855
AW____Per              	166.61762	-05.38588	   815	  28	  98	071.94295	+36.72280
J052240.06+414302.0    	166.72822	+03.00992	  4288	 140	 217	080.66692	+41.71722
Y_____Aur              	166.74960	+04.33375	  1951	  64	 138	082.16350	+42.43774
YZ____Aur              	167.27978	+00.93958	  3970	  98	  57	078.84159	+40.07802
J083.0327+41.8842      	167.56773	+04.57085	  4624	 142	 248	083.03275	+41.88425
J073.9358+36.3437      	167.92944	-04.38613	  4306	 126	 140	073.93587	+36.34373
J050149.92+371627.8    	167.95094	-02.85293	 10323	 396	 257	075.45801	+37.27437
IN____Aur              	169.48936	-00.62182	  6662	 231	 143	078.86334	+37.37255
J080.1321+38.0120      	169.54580	+00.56720	  7001	 153	 199	080.13215	+38.01204
